,ticker,name,sector,asset_class,market_value,weight,notional_value,shares,price,location,exchange,currency,fx_rate,market_currency,accrual_date,etfname,date
1301,6586,MAKITA CORP,Industrials,Equity,"21,015,672.72",0.04,"21,015,672.72","702,900.00",29.90,Japan,Tokyo Stock Exchange,USD,156.20,JPY,-,EFA,20240603
1302,REA,REA GROUP LTD,Communication,Equity,"20,750,234.70",0.04,"20,750,234.70","168,625.00",123.06,Australia,Asx - All Markets,USD,1.50,AUD,-,EFA,20240603
1303,ADEN,ADECCO GROUP AG,Industrials,Equity,"20,699,657.34",0.04,"20,699,657.34","537,418.00",38.52,Switzerland,SIX Swiss Exchange,USD,0.90,CHF,-,EFA,20240603
1304,9697,CAPCOM LTD,Communication,Equity,"20,686,695.48",0.04,"20,686,695.48","1,087,200.00",19.03,Japan,Tokyo Stock Exchange,USD,156.20,JPY,-,EFA,20240603
1305,4612,NIPPON PAINT HOLDINGS LTD,Materials,Equity,"20,612,741.77",0.04,"20,612,741.77","2,992,200.00",6.89,Japan,Tokyo Stock Exchange,USD,156.20,JPY,-,EFA,20240603
1306,BSL,BLUESCOPE STEEL LTD,Materials,Equity,"20,601,853.51",0.04,"20,601,853.51","1,426,935.00",14.44,Australia,Asx - All Markets,USD,1.50,AUD,-,EFA,20240603
1307,KGF,KINGFISHER PLC,Consumer Discretionary,Equity,"20,596,923.28",0.04,"20,596,923.28","6,018,936.00",3.42,United Kingdom,London Stock Exchange,USD,0.78,GBP,-,EFA,20240603
1308,1878,DAITO TRUST CONSTRUCTION LTD,Real Estate,Equity,"20,443,893.85",0.04,"20,443,893.85","190,300.00",107.43,Japan,Tokyo Stock Exchange,USD,156.20,JPY,-,EFA,20240603
1309,JMT,JERONIMO MARTINS SA,Consumer Staples,Equity,"20,390,317.28",0.04,"20,390,317.28","903,581.00",22.57,Portugal,Nyse Euronext - Euronext Lisbon,USD,0.92,EUR,-,EFA,20240603
1310,4689,LY CORP,Communication,Equity,"20,276,630.17",0.04,"20,276,630.17","8,445,622.00",2.40,Japan,Tokyo Stock Exchange,USD,156.20,JPY,-,EFA,20240603
1311,AIA,AUCKLAND INTERNATIONAL AIRPORT LTD,Industrials,Equity,"20,191,954.66",0.04,"20,191,954.66","4,190,889.00",4.82,New Zealand,New Zealand Exchange Ltd,USD,1.62,NZD,-,EFA,20240603
1312,WISE,WISE PLC CLASS A,Financials,Equity,"20,184,800.03",0.04,"20,184,800.03","1,937,718.00",10.42,United Kingdom,London Stock Exchange,USD,0.78,GBP,-,EFA,20240603
1313,ELE,ENDESA SA,Utilities,Equity,"20,177,863.95",0.04,"20,177,863.95","1,002,316.00",20.13,Spain,Bolsa De Madrid,USD,0.92,EUR,-,EFA,20240603
1314,9107,KAWASAKI KISEN LTD,Industrials,Equity,"20,047,471.43",0.04,"20,047,471.43","1,282,800.00",15.63,Japan,Tokyo Stock Exchange,USD,156.20,JPY,-,EFA,20240603
1315,7911,TOPPAN HOLDINGS INC,Industrials,Equity,"19,737,579.31",0.04,"19,737,579.31","757,100.00",26.07,Japan,Tokyo Stock Exchange,USD,156.20,JPY,-,EFA,20240603
1316,LI,KLEPIERRE REIT SA,Real Estate,Equity,"19,711,123.54",0.04,"19,711,123.54","675,112.00",29.20,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,EFA,20240603
1317,BDEV,BARRATT DEVELOPMENTS,Consumer Discretionary,Equity,"19,705,711.94",0.04,"19,705,711.94","3,056,067.00",6.45,United Kingdom,London Stock Exchange,USD,0.78,GBP,-,EFA,20240603
1318,BARN,BARRY CALLEBAUT AG,Consumer Staples,Equity,"19,651,443.55",0.04,"19,651,443.55","11,384.00","1,726.23",Switzerland,SIX Swiss Exchange,USD,0.90,CHF,-,EFA,20240603
1319,CPR,DAVIDE CAMPARI MILANO NV,Consumer Staples,Equity,"19,628,327.22",0.04,"19,628,327.22","1,946,673.00",10.08,Italy,Borsa Italiana,USD,0.92,EUR,-,EFA,20240603
1320,SIGN,SIG GROUP N AG,Materials,Equity,"19,597,691.71",0.04,"19,597,691.71","975,804.00",20.08,Switzerland,SIX Swiss Exchange,USD,0.90,CHF,-,EFA,20240603
1321,LIFCO B,LIFCO CLASS B,Industrials,Equity,"19,583,665.15",0.04,"19,583,665.15","734,634.00",26.66,Sweden,Nasdaq Omx Nordic,USD,10.43,SEK,-,EFA,20240603
1322,7701,SHIMADZU CORP,Information Technology,Equity,"19,563,760.68",0.04,"19,563,760.68","746,400.00",26.21,Japan,Tokyo Stock Exchange,USD,156.20,JPY,-,EFA,20240603
1323,UHR,THE SWATCH GROUP AG,Consumer Discretionary,Equity,"19,552,953.89",0.04,"19,552,953.89","90,522.00",216.00,Switzerland,SIX Swiss Exchange,USD,0.90,CHF,-,EFA,20240603
1324,TELIA,TELIA COMPANY,Communication,Equity,"19,518,327.10",0.04,"19,518,327.10","7,445,021.00",2.62,Sweden,Nasdaq Omx Nordic,USD,10.43,SEK,-,EFA,20240603
1325,TWE,TREASURY WINE ESTATES LTD,Consumer Staples,Equity,"19,442,222.08",0.04,"19,442,222.08","2,565,096.00",7.58,Australia,Asx - All Markets,USD,1.50,AUD,-,EFA,20240603
1326,SKA B,SKANSKA B,Industrials,Equity,"19,437,012.33",0.04,"19,437,012.33","1,085,693.00",17.90,Sweden,Nasdaq Omx Nordic,USD,10.43,SEK,-,EFA,20240603
1327,4704,TREND MICRO INC,Information Technology,Equity,"19,423,177.44",0.04,"19,423,177.44","422,300.00",45.99,Japan,Tokyo Stock Exchange,USD,156.20,JPY,-,EFA,20240603
1328,DHER,DELIVERY HERO,Consumer Discretionary,Equity,"19,408,879.93",0.04,"19,408,879.93","612,327.00",31.70,Germany,Xetra,USD,0.92,EUR,-,EFA,20240603
1329,LAND,LAND SECURITIES GROUP REIT PLC,Real Estate,Equity,"19,324,149.21",0.04,"19,324,149.21","2,257,957.00",8.56,United Kingdom,London Stock Exchange,USD,0.78,GBP,-,EFA,20240603
1330,ORI,ORICA LTD,Materials,Equity,"19,307,434.08",0.04,"19,307,434.08","1,551,073.00",12.45,Australia,Asx - All Markets,USD,1.50,AUD,-,EFA,20240603
1331,AKE,ARKEMA SA,Materials,Equity,"19,250,467.81",0.04,"19,250,467.81","191,560.00",100.49,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,EFA,20240603
1332,PSN,PERSIMMON PLC,Consumer Discretionary,Equity,"19,173,313.52",0.04,"19,173,313.52","1,020,063.00",18.80,United Kingdom,London Stock Exchange,USD,0.78,GBP,-,EFA,20240603
1333,BEIJ B,BEIJER REF CLASS B,Industrials,Equity,"19,147,217.13",0.04,"19,147,217.13","1,213,103.00",15.78,Sweden,Nasdaq Omx Nordic,USD,10.43,SEK,-,EFA,20240603
1334,9042,HANKYU HANSHIN HOLDINGS INC,Industrials,Equity,"19,137,525.53",0.04,"19,137,525.53","722,200.00",26.50,Japan,Tokyo Stock Exchange,USD,156.20,JPY,-,EFA,20240603
1335,9005,TOKYU CORP,Industrials,Equity,"19,111,184.74",0.04,"19,111,184.74","1,621,000.00",11.79,Japan,Tokyo Stock Exchange,USD,156.20,JPY,-,EFA,20240603
1336,SCHN,SCHINDLER HOLDING AG,Industrials,Equity,"19,037,687.20",0.03,"19,037,687.20","74,388.00",255.92,Switzerland,SIX Swiss Exchange,USD,0.90,CHF,-,EFA,20240603
1337,S68,SINGAPORE EXCHANGE LTD,Financials,Equity,"19,030,400.71",0.03,"19,030,400.71","2,654,800.00",7.17,Singapore,Singapore Exchange,USD,1.35,SGD,-,EFA,20240603
1338,J36,JARDINE MATHESON HOLDINGS LTD,Industrials,Equity,"18,952,230.00",0.03,"18,952,230.00","499,400.00",37.95,Hong Kong,Singapore Exchange,USD,1.00,USD,-,EFA,20240603
1339,6645,OMRON CORP,Information Technology,Equity,"18,824,277.35",0.03,"18,824,277.35","553,200.00",34.03,Japan,Tokyo Stock Exchange,USD,156.20,JPY,-,EFA,20240603
1340,SAGA B,SAGAX CLASS B,Real Estate,Equity,"18,806,364.54",0.03,"18,806,364.54","700,937.00",26.83,Sweden,Nasdaq Omx Nordic,USD,10.43,SEK,-,EFA,20240603
1341,MNG,M&G PLC,Financials,Equity,"18,733,086.63",0.03,"18,733,086.63","7,213,766.00",2.60,United Kingdom,London Stock Exchange,USD,0.78,GBP,-,EFA,20240603
1342,1928,SANDS CHINA LTD,Consumer Discretionary,Equity,"18,723,332.86",0.03,"18,723,332.86","7,747,200.00",2.42,Hong Kong,Hong Kong Exchanges And Clearing Ltd,USD,7.82,HKD,-,EFA,20240603
1343,6841,YOKOGAWA ELECTRIC CORP,Information Technology,Equity,"18,724,397.07",0.03,"18,724,397.07","715,600.00",26.17,Japan,Tokyo Stock Exchange,USD,156.20,JPY,-,EFA,20240603
1344,SBRY,SAINSBURY(J) PLC,Consumer Staples,Equity,"18,646,768.30",0.03,"18,646,768.30","5,224,771.00",3.57,United Kingdom,London Stock Exchange,USD,0.78,GBP,"Jan 02, 1985",EFA,20240603
1345,ZAL,ZALANDO,Consumer Discretionary,Equity,"18,644,042.43",0.03,"18,644,042.43","702,656.00",26.53,Germany,Xetra,USD,0.92,EUR,-,EFA,20240603
1346,JPFFT,CASH COLLATERAL EUR JPFFT,Cash and/or Derivatives,Cash Collateral and Margins,"18,605,092.00",0.03,"18,605,092.00","17,116,000.00",108.70,European Union,-,USD,0.92,EUR,"Oct 19, 2015",EFA,20240603
1347,G24,SCOUT24 N,Communication,Equity,"18,602,180.47",0.03,"18,602,180.47","243,606.00",76.36,Germany,Xetra,USD,0.92,EUR,-,EFA,20240603
1348,ORK,ORKLA,Consumer Staples,Equity,"18,488,148.06",0.03,"18,488,148.06","2,282,954.00",8.10,Norway,Oslo Bors Asa,USD,10.48,NOK,-,EFA,20240603
1349,MZTF,MIZRAHI TEFAHOT BANK LTD,Financials,Equity,"18,484,300.13",0.03,"18,484,300.13","488,084.00",37.87,Israel,Tel Aviv Stock Exchange,USD,3.67,ILS,-,EFA,20240603
1350,3659,NEXON LTD,Communication,Equity,"18,443,772.21",0.03,"18,443,772.21","1,082,000.00",17.05,Japan,Tokyo Stock Exchange,USD,156.20,JPY,-,EFA,20240603
1351,RHC,RAMSAY HEALTH CARE LTD,Health Care,Equity,"18,407,707.33",0.03,"18,407,707.33","586,483.00",31.39,Australia,Asx - All Markets,USD,1.50,AUD,-,EFA,20240603
1352,DIM,SARTORIUS STEDIM BIOTECH SA,Health Care,Equity,"18,386,422.33",0.03,"18,386,422.33","93,169.00",197.35,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,EFA,20240603
1353,ENT,ENTAIN PLC,Consumer Discretionary,Equity,"18,370,431.33",0.03,"18,370,431.33","2,038,797.00",9.01,United Kingdom,London Stock Exchange,USD,0.78,GBP,-,EFA,20240603
1354,7261,MAZDA MOTOR CORP,Consumer Discretionary,Equity,"18,267,344.67",0.03,"18,267,344.67","1,779,400.00",10.27,Japan,Tokyo Stock Exchange,USD,156.20,JPY,-,EFA,20240603
1355,EMSN,EMS-CHEMIE HOLDING AG,Materials,Equity,"18,031,647.62",0.03,"18,031,647.62","22,090.00",816.28,Switzerland,SIX Swiss Exchange,USD,0.90,CHF,-,EFA,20240603
1356,VER,VERBUND AG,Utilities,Equity,"18,028,484.70",0.03,"18,028,484.70","214,007.00",84.24,Austria,Wiener Boerse Ag,USD,0.92,EUR,-,EFA,20240603
1357,RAND,RANDSTAD HOLDING,Industrials,Equity,"17,928,684.22",0.03,"17,928,684.22","339,447.00",52.82,Netherlands,Euronext Amsterdam,USD,0.92,EUR,-,EFA,20240603
1358,8593,MITSUBISHI HC CAPITAL INC,Financials,Equity,"17,909,501.58",0.03,"17,909,501.58","2,671,800.00",6.70,Japan,Tokyo Stock Exchange,USD,156.20,JPY,-,EFA,20240603
1359,BMW3,BMW PREF AG,Consumer Discretionary,Equity,"17,885,182.77",0.03,"17,885,182.77","186,550.00",95.87,Germany,Xetra,USD,0.92,EUR,-,EFA,20240603
1360,288,WH GROUP LTD,Consumer Staples,Equity,"17,860,432.46",0.03,"17,860,432.46","26,254,500.00",0.68,Hong Kong,Hong Kong Exchanges And Clearing Ltd,USD,7.82,HKD,-,EFA,20240603
1361,EVK,EVONIK INDUSTRIES AG,Materials,Equity,"17,725,765.13",0.03,"17,725,765.13","817,806.00",21.67,Germany,Xetra,USD,0.92,EUR,-,EFA,20240603
1362,8951,NIPPON BUILDING FUND REIT INC,Real Estate,Equity,"17,710,714.17",0.03,"17,710,714.17","4,811.00","3,681.30",Japan,Tokyo Stock Exchange,USD,156.20,JPY,-,EFA,20240603
1363,INDU C,INDUSTRIVARDEN SERIES,Financials,Equity,"17,695,303.03",0.03,"17,695,303.03","502,274.00",35.23,Sweden,Nasdaq Omx Nordic,USD,10.43,SEK,-,EFA,20240603
1364,VOLV A,VOLVO CLASS A,Industrials,Equity,"17,666,558.07",0.03,"17,666,558.07","636,173.00",27.77,Sweden,Nasdaq Omx Nordic,USD,10.43,SEK,-,EFA,20240603
1365,PUM,PUMA,Consumer Discretionary,Equity,"17,631,822.15",0.03,"17,631,822.15","336,877.00",52.34,Germany,Xetra,USD,0.92,EUR,-,EFA,20240603
1366,KBX,KNORR BREMSE AG,Industrials,Equity,"17,556,315.00",0.03,"17,556,315.00","228,285.00",76.91,Germany,Xetra,USD,0.92,EUR,-,EFA,20240603
1367,GET,GETLINK,Industrials,Equity,"17,521,560.29",0.03,"17,521,560.29","965,221.00",18.15,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,EFA,20240603
1368,REC,RECORDATI INDUSTRIA CHIMICA E FARM,Health Care,Equity,"17,437,473.69",0.03,"17,437,473.69","331,717.00",52.57,Italy,Borsa Italiana,USD,0.92,EUR,-,EFA,20240603
1369,4324,DENTSU GROUP INC,Communication,Equity,"17,423,142.87",0.03,"17,423,142.87","647,800.00",26.90,Japan,Tokyo Stock Exchange,USD,156.20,JPY,-,EFA,20240603
1370,ALO,ALSTOM SA,Industrials,Equity,"17,393,271.96",0.03,"17,393,271.96","907,353.00",19.17,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,EFA,20240603
1371,ALD,AMPOL LTD,Energy,Equity,"17,390,058.03",0.03,"17,390,058.03","748,945.00",23.22,Australia,Asx - All Markets,USD,1.50,AUD,-,EFA,20240603
1372,GPT,GPT GROUP STAPLED UNITS,Real Estate,Equity,"17,388,305.63",0.03,"17,388,305.63","6,112,252.00",2.84,Australia,Asx - All Markets,USD,1.50,AUD,-,EFA,20240603
1373,4204,SEKISUI CHEMICAL LTD,Consumer Discretionary,Equity,"17,320,079.39",0.03,"17,320,079.39","1,198,100.00",14.46,Japan,Tokyo Stock Exchange,USD,156.20,JPY,-,EFA,20240603
1374,4528,ONO PHARMACEUTICAL LTD,Health Care,Equity,"17,316,661.86",0.03,"17,316,661.86","1,204,800.00",14.37,Japan,Tokyo Stock Exchange,USD,156.20,JPY,-,EFA,20240603
1375,XTSLA,BLK CSH FND TREASURY SL AGENCY,Cash and/or Derivatives,Money Market,"17,280,000.00",0.03,"17,280,000.00","17,280,000.00",1.00,United States,-,USD,1.00,USD,-,EFA,20240603
1376,NEM,NEMETSCHEK,Information Technology,Equity,"17,223,962.68",0.03,"17,223,962.68","180,987.00",95.17,Germany,Xetra,USD,0.92,EUR,-,EFA,20240603
1377,4183,MITSUI CHEMICALS INC,Materials,Equity,"17,143,913.06",0.03,"17,143,913.06","561,500.00",30.53,Japan,Tokyo Stock Exchange,USD,156.20,JPY,-,EFA,20240603
1378,6383,DAIFUKU LTD,Industrials,Equity,"17,110,854.70",0.03,"17,110,854.70","952,300.00",17.97,Japan,Tokyo Stock Exchange,USD,156.20,JPY,-,EFA,20240603
1379,7259,AISIN CORP,Consumer Discretionary,Equity,"17,021,590.32",0.03,"17,021,590.32","462,300.00",36.82,Japan,Tokyo Stock Exchange,USD,156.20,JPY,-,EFA,20240603
1380,EVD,CTS EVENTIM AG,Communication,Equity,"16,989,700.76",0.03,"16,989,700.76","199,107.00",85.33,Germany,Xetra,USD,0.92,EUR,-,EFA,20240603
1381,SEK,SEEK LTD,Communication,Equity,"16,959,635.57",0.03,"16,959,635.57","1,117,794.00",15.17,Australia,Asx - All Markets,USD,1.50,AUD,-,EFA,20240603
1382,MEL,MERIDIAN ENERGY LTD,Utilities,Equity,"16,946,683.21",0.03,"16,946,683.21","4,058,452.00",4.18,New Zealand,New Zealand Exchange Ltd,USD,1.62,NZD,-,EFA,20240603
1383,TEL2 B,TELE2 B,Communication,Equity,"16,823,602.61",0.03,"16,823,602.61","1,690,221.00",9.95,Sweden,Nasdaq Omx Nordic,USD,10.43,SEK,-,EFA,20240603
1384,2269,MEIJI HOLDINGS LTD,Consumer Staples,Equity,"16,748,046.28",0.03,"16,748,046.28","739,808.00",22.64,Japan,Tokyo Stock Exchange,USD,156.20,JPY,-,EFA,20240603
1385,SOBI,SWEDISH ORPHAN BIOVITRUM,Health Care,Equity,"16,690,120.73",0.03,"16,690,120.73","615,028.00",27.14,Sweden,Nasdaq Omx Nordic,USD,10.43,SEK,-,EFA,20240603
1386,SVW,SEVEN GROUP HOLDINGS LTD,Industrials,Equity,"16,633,862.86",0.03,"16,633,862.86","635,744.00",26.16,Australia,Asx - All Markets,USD,1.50,AUD,-,EFA,20240603
1387,TLX,TALANX AG,Financials,Equity,"16,636,596.96",0.03,"16,636,596.96","205,990.00",80.76,Germany,Xetra,USD,0.92,EUR,-,EFA,20240603
1388,ESLT,ELBIT SYSTEMS LTD,Industrials,Equity,"16,587,769.04",0.03,"16,587,769.04","85,149.00",194.81,Israel,Tel Aviv Stock Exchange,USD,3.67,ILS,-,EFA,20240603
1389,3436,SUMCO CORP,Information Technology,Equity,"16,584,532.16",0.03,"16,584,532.16","1,098,800.00",15.09,Japan,Tokyo Stock Exchange,USD,156.20,JPY,-,EFA,20240603
1390,66,MTR CORPORATION CORP LTD,Industrials,Equity,"16,489,536.85",0.03,"16,489,536.85","4,912,500.00",3.36,Hong Kong,Hong Kong Exchanges And Clearing Ltd,USD,7.82,HKD,-,EFA,20240603
1391,YAR,YARA INTERNATIONAL,Materials,Equity,"16,427,923.44",0.03,"16,427,923.44","528,308.00",31.10,Norway,Oslo Bors Asa,USD,10.48,NOK,-,EFA,20240603
1392,MGR,MIRVAC GROUP STAPLED UNITS,Real Estate,Equity,"16,371,797.78",0.03,"16,371,797.78","12,381,828.00",1.32,Australia,Asx - All Markets,USD,1.50,AUD,-,EFA,20240603
1393,2897,NISSIN FOODS HOLDINGS LTD,Consumer Staples,Equity,"16,283,235.70",0.03,"16,283,235.70","640,000.00",25.44,Japan,Tokyo Stock Exchange,USD,156.20,JPY,-,EFA,20240603
1394,SECU B,SECURITAS B,Industrials,Equity,"16,266,777.29",0.03,"16,266,777.29","1,569,270.00",10.37,Sweden,Nasdaq Omx Nordic,USD,10.43,SEK,-,EFA,20240603
1395,MAERSK A,A P MOLLER MAERSK,Industrials,Equity,"16,240,225.01",0.03,"16,240,225.01","9,460.00","1,716.73",Denmark,Omx Nordic Exchange Copenhagen A/S,USD,6.86,DKK,-,EFA,20240603
1396,WDP,WAREHOUSES DE PAUW NV,Real Estate,Equity,"16,238,327.90",0.03,"16,238,327.90","553,694.00",29.33,Belgium,Nyse Euronext - Euronext Brussels,USD,0.92,EUR,-,EFA,20240603
1397,9CI,CAPITALAND INVESTMENT LTD,Real Estate,Equity,"16,227,243.99",0.03,"16,227,243.99","8,190,200.00",1.98,Singapore,Singapore Exchange,USD,1.35,SGD,-,EFA,20240603
1398,4091,NIPPON SANSO HOLDINGS CORP,Materials,Equity,"16,213,511.96",0.03,"16,213,511.96","544,500.00",29.78,Japan,Tokyo Stock Exchange,USD,156.20,JPY,-,EFA,20240603
1399,8331,CHIBA BANK LTD,Financials,Equity,"16,201,888.66",0.03,"16,201,888.66","1,666,000.00",9.73,Japan,Tokyo Stock Exchange,USD,156.20,JPY,-,EFA,20240603
1400,7752,RICOH LTD,Information Technology,Equity,"16,148,084.13",0.03,"16,148,084.13","1,710,000.00",9.44,Japan,Tokyo Stock Exchange,USD,156.20,JPY,-,EFA,20240603
1401,EDV,ENDEAVOUR GROUP LTD,Consumer Staples,Equity,"16,121,817.60",0.03,"16,121,817.60","4,857,482.00",3.32,Australia,Asx - All Markets,USD,1.50,AUD,-,EFA,20240603
1402,EDPR,EDP RENOVAVEIS SA,Utilities,Equity,"16,060,263.12",0.03,"16,060,263.12","986,964.00",16.27,Portugal,Nyse Euronext - Euronext Lisbon,USD,0.92,EUR,-,EFA,20240603
1403,VCX,VICINITY CENTRES,Real Estate,Equity,"15,941,519.65",0.03,"15,941,519.65","12,210,587.00",1.31,Australia,Asx - All Markets,USD,1.50,AUD,-,EFA,20240603
1404,IPN,IPSEN SA,Health Care,Equity,"15,933,401.22",0.03,"15,933,401.22","120,346.00",132.40,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,EFA,20240603
1405,ADP,AEROPORTS DE PARIS SA,Industrials,Equity,"15,857,564.71",0.03,"15,857,564.71","110,518.00",143.48,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,EFA,20240603
1406,9009,KEISEI ELECTRIC RAILWAY LTD,Industrials,Equity,"15,853,460.10",0.03,"15,853,460.10","431,700.00",36.72,Japan,Tokyo Stock Exchange,USD,156.20,JPY,-,EFA,20240603
1407,GFC,GECINA SA,Real Estate,Equity,"15,836,713.66",0.03,"15,836,713.66","144,823.00",109.35,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,EFA,20240603
1408,2587,SUNTORY BEVERAGE & FOOD LTD,Consumer Staples,Equity,"15,835,236.08",0.03,"15,835,236.08","436,300.00",36.29,Japan,Tokyo Stock Exchange,USD,156.20,JPY,-,EFA,20240603
1409,BRBY,BURBERRY GROUP PLC,Consumer Discretionary,Equity,"15,816,859.16",0.03,"15,816,859.16","1,184,367.00",13.35,United Kingdom,London Stock Exchange,USD,0.78,GBP,-,EFA,20240603
1410,HELN,HELVETIA HOLDING AG,Financials,Equity,"15,690,057.65",0.03,"15,690,057.65","116,474.00",134.71,Switzerland,SIX Swiss Exchange,USD,0.90,CHF,-,EFA,20240603
1411,KESKOB,KESKO CLASS B,Consumer Staples,Equity,"15,678,979.74",0.03,"15,678,979.74","859,856.00",18.23,Finland,Nasdaq Omx Helsinki Ltd.,USD,0.92,EUR,-,EFA,20240603
1412,SOL,WASHINGTON H SOUL PATTINSON & COMP,Financials,Equity,"15,502,263.10",0.03,"15,502,263.10","736,249.00",21.06,Australia,Asx - All Markets,USD,1.50,AUD,-,EFA,20240603
1413,3088,MATSUKIYOKARA,Consumer Staples,Equity,"15,486,799.19",0.03,"15,486,799.19","1,094,800.00",14.15,Japan,Tokyo Stock Exchange,USD,156.20,JPY,-,EFA,20240603
1414,DXS,DEXUS STAPLED UNITS,Real Estate,Equity,"15,456,747.56",0.03,"15,456,747.56","3,398,792.00",4.55,Australia,Asx - All Markets,USD,1.50,AUD,-,EFA,20240603
1415,BOL,BOLLORE,Communication,Equity,"15,420,021.16",0.03,"15,420,021.16","2,264,302.00",6.81,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,EFA,20240603
1416,5831,SHIZUOKA FINANCIAL GROUP INC,Financials,Equity,"15,348,253.15",0.03,"15,348,253.15","1,471,200.00",10.43,Japan,Tokyo Stock Exchange,USD,156.20,JPY,-,EFA,20240603
1417,S63,SINGAPORE TECHNOLOGIES ENGINEERING,Industrials,Equity,"15,304,421.19",0.03,"15,304,421.19","4,981,700.00",3.07,Singapore,Singapore Exchange,USD,1.35,SGD,-,EFA,20240603
1418,HL.,HARGREAVES LANSDOWN PLC,Financials,Equity,"15,278,164.05",0.03,"15,278,164.05","1,124,138.00",13.59,United Kingdom,London Stock Exchange,USD,0.78,GBP,-,EFA,20240603
1419,1997,WHARF REAL ESTATE INVESTMENT COMPA,Real Estate,Equity,"15,127,533.01",0.03,"15,127,533.01","5,328,912.00",2.84,Hong Kong,Hong Kong Exchanges And Clearing Ltd,USD,7.82,HKD,-,EFA,20240603
1420,PHNX,PHOENIX GROUP HOLDINGS PLC,Financials,Equity,"15,105,333.46",0.03,"15,105,333.46","2,373,650.00",6.36,United Kingdom,London Stock Exchange,USD,0.78,GBP,-,EFA,20240603
1421,DIE,DIETEREN (D) SA,Consumer Discretionary,Equity,"14,997,704.23",0.03,"14,997,704.23","67,634.00",221.75,Belgium,Nyse Euronext - Euronext Brussels,USD,0.92,EUR,-,EFA,20240603
1422,DEMANT,DEMANT,Health Care,Equity,"14,961,035.46",0.03,"14,961,035.46","317,247.00",47.16,Denmark,Omx Nordic Exchange Copenhagen A/S,USD,6.86,DKK,-,EFA,20240603
1423,2267,YAKULT HONSHA LTD,Consumer Staples,Equity,"14,898,018.50",0.03,"14,898,018.50","810,800.00",18.37,Japan,Tokyo Stock Exchange,USD,156.20,JPY,-,EFA,20240603
1424,PME,PRO MEDICUS LTD,Health Care,Equity,"14,836,252.02",0.03,"14,836,252.02","183,260.00",80.96,Australia,Asx - All Markets,USD,1.50,AUD,-,EFA,20240603
1425,BALD B,FASTIGHETS BALDER CLASS B,Real Estate,Equity,"14,714,397.07",0.03,"14,714,397.07","2,114,789.00",6.96,Sweden,Nasdaq Omx Nordic,USD,10.43,SEK,-,EFA,20240603
1426,12,HENDERSON LAND DEVELOPMENT LTD,Real Estate,Equity,"14,668,287.53",0.03,"14,668,287.53","4,634,764.00",3.16,Hong Kong,Hong Kong Exchanges And Clearing Ltd,USD,7.82,HKD,-,EFA,20240603
1427,SPK,SPARK NEW ZEALAND LTD,Communication,Equity,"14,606,614.97",0.03,"14,606,614.97","5,663,899.00",2.58,New Zealand,New Zealand Exchange Ltd,USD,1.62,NZD,-,EFA,20240603
1428,4151,KYOWA KIRIN LTD,Health Care,Equity,"14,602,499.76",0.03,"14,602,499.76","850,900.00",17.16,Japan,Tokyo Stock Exchange,USD,156.20,JPY,-,EFA,20240603
1429,6724,SEIKO EPSON CORP,Information Technology,Equity,"14,591,926.76",0.03,"14,591,926.76","894,500.00",16.31,Japan,Tokyo Stock Exchange,USD,156.20,JPY,-,EFA,20240603
1430,AMUN,AMUNDI SA,Financials,Equity,"14,307,345.97",0.03,"14,307,345.97","193,278.00",74.02,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,EFA,20240603
1431,INDU A,INDUSTRIVARDEN A,Financials,Equity,"14,271,076.45",0.03,"14,271,076.45","403,541.00",35.36,Sweden,Nasdaq Omx Nordic,USD,10.43,SEK,-,EFA,20240603
1432,AZJ,AURIZON HOLDINGS LTD,Industrials,Equity,"14,255,388.97",0.03,"14,255,388.97","5,785,039.00",2.46,Australia,Asx - All Markets,USD,1.50,AUD,-,EFA,20240603
1433,2413,M3 INC,Health Care,Equity,"14,236,371.20",0.03,"14,236,371.20","1,368,400.00",10.40,Japan,Tokyo Stock Exchange,USD,156.20,JPY,-,EFA,20240603
1434,ORNBV,ORION CLASS B,Health Care,Equity,"14,174,386.39",0.03,"14,174,386.39","339,316.00",41.77,Finland,Nasdaq Omx Helsinki Ltd.,USD,0.92,EUR,-,EFA,20240603
1435,AMP,AMPLIFON,Health Care,Equity,"14,135,411.48",0.03,"14,135,411.48","395,020.00",35.78,Italy,Borsa Italiana,USD,0.92,EUR,-,EFA,20240603
1436,6448,BROTHER INDUSTRIES LTD,Information Technology,Equity,"14,076,962.13",0.03,"14,076,962.13","725,900.00",19.39,Japan,Tokyo Stock Exchange,USD,156.20,JPY,-,EFA,20240603
1437,4062,IBIDEN LTD,Information Technology,Equity,"14,065,892.63",0.03,"14,065,892.63","349,900.00",40.20,Japan,Tokyo Stock Exchange,USD,156.20,JPY,-,EFA,20240603
